Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
DCT,41.2,-0.67502411,-0.28,Sell,67369,5424336180,,,,Technology Services
ARRY,42.705,0.6718529,0.285,Buy,232020,5415024160,,,,Electronic Technology
KT,10.89,-0.54794521,-0.06,Buy,353903,5403100000,10.56824726,1.0421,23372,Communications
ENIC,4.095,2.11970075,0.085,Strong Buy,40544,5381160000,,-0.1063,2148,Utilities
WH,57.53,-1.47285494,-0.86,Strong Buy,93828,5378530910,,-0.6657,14200,Consumer Services
TENB,52.1,-0.26799387,-0.14,Buy,66695,5377447250,,-0.8013,1477,Technology Services
VRM,41.06,2.72704528,1.09,Buy,390051,5367231610,,,,Retail Trade
SAIC,92.18,-0.49654577,-0.46,Sell,53212,5367115974,26.9138892,3.5512,24000,Technology Services
COR,121.08,-0.32927231,-0.4,Strong Sell,37258,5357800000,62.54305826,2.0115,464,Finance
NVST,33.54,1.79059181,0.59,Buy,91740,5354392680,,-0.1178,12500,Health Technology
WSC,23.29,-0.47008547,-0.11,Buy,249329,5316451560,102.8406569,0.2315,2500,Finance
TOL,42.52,-0.32817628,-0.14,Sell,563653,5309360140,12.39683831,3.4732,4500,Consumer Durables
IART,62.98,0.55883762,0.35,Buy,49680,5307494646,98.27429609,0.6653,4000,Health Technology
INGR,78.76,-0.126807,-0.1,Sell,99685,5277495834,15.55265603,5.0958,11000,Process Industries
GGB,4.92,-0.60606061,-0.03,Strong Buy,1184485,5273510000,28.80937693,0.1631,,Non-Energy Minerals
MAN,91.54,1.85823968,1.67,Buy,31976,5266589128,63.0144644,1.4519,28000,Commercial Services
PACB,27.96,6.00947867,1.585,Buy,1063110,5223521700,,-0.2842,404,Health Technology
TNET,78.34,-1.13579001,-0.9,Sell,47847,5223415743,18.55945473,4.407,2900,Commercial Services
TXRH,75.04,1.05036359,0.78,Sell,67171,5216051275,100.89066736,0.7829,67900,Consumer Services
COTY,6.795,0.51775148,0.035,Buy,1853418,5208140400,,-1.1262,18260,Consumer Non-Durables
EVBG,148.14,0.44070784,0.65,Buy,28470,5189203355,,-2.3888,948,Technology Services
IRDM,38.88,0.30959752,0.12,Buy,88883,5188113840,,-1.1823,497,Communications
BJ,37.77,1.15158007,0.43,Sell,261623,5185065600,14.11693426,2.6938,27231,Retail Trade
YY,79.95,1.66581892,1.31,Sell,130324,5171350000,4.77700729,17.4288,9273,Technology Services
DKS,57.69,2.98107819,1.67,Strong Buy,234838,5167735556,13.8721619,4.5082,41600,Retail Trade
ORA,93.66,2.23774697,2.05,Strong Buy,83366,5165700030,60.01063547,1.5157,1408,Utilities
THO,93.14,-0.70362473,-0.66,Sell,132249,5156807868,18.2348367,5.1738,22250,Consumer Durables
MDU,25.64,-0.19462826,-0.05,Buy,177645,5143389300,14.16205172,1.8605,13359,Utilities
FFIN,36.19,1.03294249,0.37,Buy,41739,5140973950,27.33933751,1.3158,1345,Finance
SSB,72.485,1.10894127,0.795,Sell,26494,5131791801,47.02133195,1.5582,2547,Finance
PRI,130.56,0.52356021,0.68,Sell,13114,5131438848,14.38514334,9.3384,2803,Finance
LSTR,133.61,0.39071305,0.52,Sell,18239,5123469624,29.57025846,4.5539,1333,Transportation
CIB,39.28,-0.9331652,-0.37,Buy,43271,5119990000,37.89136175,1.0604,31075,Finance
WB,40.19,-1.1559272,-0.47,Sell,197173,5110750000,24.88918574,1.6769,4126,Technology Services
EBS,95.5,2.57787325,2.4,Buy,75403,5076783789,28.79732596,3.1744,1834,Health Technology
ALRM,103.155,2.69288203,2.705,Strong Buy,52668,5070087644,69.9459094,1.5334,1160,Technology Services
VRNS,159.005,-1.48999442,-2.405,Buy,35038,5060440550,,-2.8777,1574,Technology Services
RBC,124.75,1.7453715,2.14,Strong Buy,30593,5059798192,28.56710863,4.3202,19560,Producer Manufacturing
OMCL,119.17,-0.06708595,-0.08,Buy,40278,5047672032,137.95402299,0.8981,2700,Technology Services
HQY,70.515,2.32912495,1.605,Strong Buy,203753,5043660757,1511.72413793,0.0443,2931,Finance
KMPR,77.11,1.80881965,1.37,Buy,18545,5040371304,11.73192035,6.6275,8900,Finance
NEP,68.99,2.93942107,1.97,Strong Buy,305849,5029789570,,-1.304,,Utilities
FEYE,22.035,0.80054895,0.175,Buy,1327305,5027382575,,-0.9944,3400,Technology Services
MTZ,68.0358,1.10833705,0.7458,Buy,129194,5025593635,16.29502163,4.2302,,Industrial Services
SF,48.645,-0.64338235,-0.315,Sell,98482,5024202750,13.69223672,3.9733,8300,Finance
INSP,186.26,2.08824335,3.81,Buy,41517,5005098864,,-2.3148,239,Health Technology
POWI,83.4,1.36120564,1.12,Buy,43598,4992399060,24.34498141,3.4266,699,Electronic Technology
ALGM,26.28,2.97805643,0.76,Buy,83676,4978272960,,,,Electronic Technology
CUZ,32.79,0.52115267,0.17,Sell,121238,4976890000,44.93628437,0.7493,331,Finance
TFSL,17.725,0.19785189,0.035,Strong Buy,17017,4968624317,60.12916383,0.2963,,Finance
HBI,14.3,-1.03806228,-0.15,Sell,1884990,4960133760,11.67959909,1.2393,63000,Consumer Non-Durables
EME,90.19,1.06454505,0.95,Buy,24381,4954190814,37.07186575,2.4855,36000,Industrial Services
VERX,33.88,0.05906675,0.02,Buy,41947,4950020460,,-0.5086,1100,Technology Services
WPX,8.78,5.52884615,0.46,Buy,1380785,4934364390,,-2.1469,590,Energy Minerals
UGP,4.46,-2.62008734,-0.12,Buy,475398,4929680000,178.34645669,0.0259,16024,Energy Minerals
AL,43.32,2.19391366,0.93,Buy,70063,4928906280,8.69609814,4.889,117,Finance
DEI,27.93,-0.60498221,-0.17,Strong Sell,114901,4928040000,15.91887605,1.7652,713,Finance
CRUS,84.94,0.96279567,0.81,Strong Buy,37435,4924987729,31.72030563,2.6855,1443,Electronic Technology
BOKF,69.725,0.4538251,0.315,Buy,23458,4913672362,12.33607148,5.5517,5107,Finance
PAC,109.09,0.23890471,0.26,Sell,6884,4912630000,37.51179722,2.9668,1277,Transportation
JWN,31.12,2.60468183,0.79,Buy,820679,4908702920,,-3.3757,68000,Retail Trade
BRX,15.645,-1.10619469,-0.175,Sell,620378,4906780000,31.18522706,0.532,477,Finance
DSGX,57.89,0.27715226,0.16,Buy,9608,4890778760,107.22539604,0.55424307,1547,Technology Services
NYCB,10.555,0.52380952,0.055,Buy,283462,4887228640,12.71237498,0.8309,2786,Finance
BRKS,65.73,-0.88962606,-0.59,Sell,150729,4883753519,75.54391161,0.881,3159,Electronic Technology
LESL,26.15,-1.87617261,-0.5,Buy,117713,4879746900,84.92670491,0.3138,3700,Retail Trade
ABCM,20.215,-1.24572545,-0.255,Buy,4692,4872950000,272.0959596,0.0806,1500,Health Technology
BHVN,81.47,-0.53717495,-0.44,Sell,52789,4870060000,,-12.2712,647,Health Technology
ASH,80.32,1.54235145,1.22,Strong Buy,32473,4860515948,,-8.2259,4500,Process Industries
ORCC,12.515,1.66531275,0.205,Sell,428849,4858673420,13.88005701,0.9121,,Finance
MEDP,135.71,0.95967862,1.29,Buy,15532,4845097907,40.96172599,3.4683,3500,Commercial Services
RAMP,72.885,1.58188153,1.135,Buy,31867,4833193851,,-1.3311,1150,Technology Services
ESNT,42.77,1.44686907,0.61,Sell,75688,4832502655,9.8619883,4.2916,387,Finance
MDLA,31.98,0.40816327,0.13,Sell,174236,4824147185,,-0.95,1579,Technology Services
FLO,22.76,-0.65473592,-0.15,Sell,106043,4817142295,48.68760757,0.4661,9700,Consumer Non-Durables
PNFP,63.475,-0.0078765,-0.005,Buy,26373,4810337238,16.60778296,3.9388,,Finance
TFII,51.44,0.60629767,0.31,Sell,11305,4799766125,18.24049163,2.86513195,17150,Transportation
SAIL,52.54,0.36294174,0.19,Buy,127444,4789725063,,-0.0068,1168,Technology Services
SNV,32.32,0.52877138,0.17,Buy,89967,4787436340,13.93826411,2.3228,5389,Finance
HASI,64.97,3.27451915,2.06,Buy,244393,4781160000,44.50915725,1.5021,60,Finance
BEAM,84.36,1.46740438,1.22,Buy,117064,4775279913,,-3.019,118,Health Technology
WEN,21.3158,-0.30028064,-0.0642,Sell,460917,4767323275,47.52818734,0.4704,13300,Consumer Services
GRFS,18.82,-0.68601583,-0.13,Buy,67844,4765090000,16.25385632,1.1345,24016,Health Technology
NXST,108.1,0.25039414,0.27,Buy,61678,4761264500,9.20409333,12.3367,16193,Consumer Services
MRCY,85.12,0.80530554,0.68,Buy,21183,4749130720,59.07688179,1.5051,1947,Electronic Technology
LANC,176.99,-0.31540411,-0.56,Buy,13415,4749082758,35.42549016,4.8471,3200,Consumer Non-Durables
BE,28.45,4.25064126,1.16,Buy,913689,4739967274,,-1.6131,1518,Producer Manufacturing
NCR,36.84,1.59955874,0.58,Buy,204369,4739008500,11.77558376,3.4608,36000,Electronic Technology
CW,113.745,2.1784046,2.425,Sell,13250,4722097560,20.86134868,5.6142,9100,Electronic Technology
GOCO,14.68,-0.06807352,-0.01,Strong Buy,266639,4721347602,,,,Finance
RXN,39.2,1.23966942,0.48,Buy,74993,4713773200,31.31641554,1.309,6800,Producer Manufacturing
LAZ,41.8,0.33605377,0.14,Buy,56355,4713618800,16.53829613,2.6712,3018,Finance
BYD,42.12,0,0,Buy,174331,4709218800,,-1.7067,24300,Consumer Services
TKC,5.525,1.93726937,0.105,Strong Buy,109319,4708540000,8.34365325,0.646,,Communications
ALSN,41.76,-0.76045627,-0.32,Sell,65128,4706267670,14.49504285,2.9832,3700,Producer Manufacturing
MSM,82.93,1.53036239,1.25,Sell,67925,4700315164,18.08159741,4.527,6315,Distribution Services
SAIA,179.22,-0.3945979,-0.71,Sell,7731,4687714164,40.16795894,4.5794,10400,Transportation
APPS,52.75,0.82186544,0.43,Buy,554306,4687641735,176.16161616,0.3159,207,Technology Services
SSRM,21.33,-0.79069767,-0.17,Buy,361744,4683511140,41.04818536,0.49298147,1926,Non-Energy Minerals
STAG,30.5,0.46113307,0.14,Sell,122886,4673880000,38.8056003,0.8088,72,Finance
JOBS,69.005,-0.26737968,-0.185,Sell,81917,4663440000,32.88029273,2.1388,8650,Technology Services
HCM,34.765,2.12984724,0.725,Strong Buy,38475,4660330000,,,853,Health Technology
BPOP,55,-0.41644034,-0.23,Buy,59458,4651536357,10.07351231,5.5951,8560,Finance
PAG,57.995,0.9135201,0.525,Buy,43534,4651437030,10.76139741,5.5209,27000,Retail Trade
ASAN,29.295,1.01724138,0.295,Buy,206350,4649129448,,-1.1055,701,Technology Services
HLI,66.985,0.14202422,0.095,Buy,34711,4646083603,22.14499819,3.1945,1491,Finance
SMTC,71.21,0.04214667,0.03,Buy,135645,4626284861,100.98052949,0.7229,1388,Electronic Technology
PSB,130.06,0.30076348,0.39,Sell,6754,4623060000,32.27114857,4.1308,155,Finance
RLI,102.95,1.31876784,1.34,Buy,7115,4617256896,36.54510142,2.8182,905,Finance
BLDR,39.32,-1.28044188,-0.51,Buy,428252,4616765920,21.8103165,1.8451,15800,Producer Manufacturing
SLM,12.31,1.81968569,0.22,Buy,905202,4615427400,8.60008536,1.4183,1900,Finance
PPC,18.88,-0.42194093,-0.08,Sell,83271,4598280640,25.26315789,0.7512,58500,Consumer Non-Durables
EIDX,118.12,0.68189567,0.8,Buy,8798,4590367628,,-2.6507,45,Health Technology
IDA,90.8,-1.07854886,-0.99,Sell,40729,4589005186,19.65491833,4.8908,1985,Utilities
FLS,35.17,1.15041703,0.4,Sell,63226,4581349710,37.38080747,0.9878,17000,Producer Manufacturing
RPD,88.25,-1.70416574,-1.53,Buy,120583,4580226010,,-1.6679,1544,Technology Services
KNSL,202.13,-0.01483973,-0.03,Sell,18952,4575104925,66.82583144,3.0702,275,Finance
CBPO,117.77,-0.19491525,-0.23,Neutral,11099,4573504871,32.80559953,3.6599,2269,Health Technology
EXPO,88.47,0.28338245,0.25,Buy,16932,4573341110,60.31756666,1.5213,1201,Industrial Services
QRTEA,10.925,3.65275142,0.385,Buy,484309,4570662628,6.77160494,1.629,25228,Retail Trade
NOMD,25.395,-0.01968504,-0.005,Strong Buy,54272,4570018800,21.29691689,1.2018,4775,Consumer Non-Durables
ASR,165.74,0.81508516,1.34,Buy,2454,4569390000,34.92208012,4.7228,,Transportation
ACHC,51.09,1.18835413,0.6,Buy,107411,4567918296,44.39929329,1.1413,42800,Health Services
CERT,32.99,-0.03030303,-0.01,Sell,173808,4563968760,,,,Technology Services
QRTEB,10.93,4.49330784,0.47,Buy,1451,4560232088,6.7037037,1.629,25228,Retail Trade
SWI,14.44,-0.61940812,-0.09,Sell,595994,4553609000,121.44597888,0.125,3251,Technology Services
EDIT,73.01,1.98351725,1.42,Buy,306885,4549149916,,-1.7293,208,Health Technology
GPK,16.78,-0.71005917,-0.12,Buy,228789,4547800485,34.97831922,0.4856,18000,Process Industries
FTI,10.025,1.8800813,0.185,Buy,2172783,4539020800,,-12.658,37000,Industrial Services
CR,78.08,2.53447144,1.93,Buy,38156,4536201020,203.40492404,0.4049,13000,Producer Manufacturing
AMG,99.96,0.85763293,0.85,Buy,36121,4533841945,43.94417318,2.3241,4000,Finance
ICUI,215.57,1.65519193,3.51,Strong Buy,21087,4527511569,56.65495655,3.9059,8000,Health Technology
NOVA,46.19,2.55328597,1.15,Buy,407704,4524203860,,-2.0864,324,Distribution Services
MMS,73.53,0.62953332,0.46,Strong Buy,58355,4512457075,21.53407085,3.4123,34300,Commercial Services
KWR,252.37,1.79493385,4.45,Buy,6910,4500160892,717.36111111,0.3514,4500,Process Industries
CFX,38.02,2.59039396,0.96,Buy,124776,4498996860,,-0.049,15000,Producer Manufacturing
AYI,122.13,1.58875395,1.91,Strong Buy,119655,4498817319,19.18179787,6.2956,11500,Producer Manufacturing
IMVT,45.92,1.16765807,0.53,Sell,21831,4492204223,,-1.2749,,Health Technology
XRX,22.62,0.71237756,0.16,Sell,221421,4491436400,16.62964608,1.3549,27000,Electronic Technology
UNM,22.06,-0.13580806,-0.03,Sell,390632,4490747100,4.7314085,4.6708,10300,Finance
ESGR,202.7,0.31177315,0.63,Buy,2826,4478531231,4.11779602,50.5512,1444,Finance
NEU,410.46,1.94471351,7.83,Buy,2519,4477118716,17.34931677,22.9571,2118,Process Industries
EVR,110.03,1.8042191,1.95,Buy,61306,4465017513,19.69781355,5.8949,1900,Finance
SAGE,85.79,-0.03495689,-0.03,Buy,48623,4464914813,,-10.3551,675,Health Technology
PFSI,61.5,-1.12540193,-0.7,Buy,128659,4445900554,3.85290612,17.7588,4215,Finance
ACIW,37.92,0.10559662,0.04,Buy,94315,4432285520,74.15818324,0.5264,4018,Technology Services
JBLU,14.1,0.49893086,0.07,Sell,2070907,4430727310,,-3.024,,Transportation
PINC,36.02,1.30783293,0.465,Strong Buy,88786,4411473000,,-0.8618,2500,Health Services
GBCI,46.2,1.27137221,0.58,Buy,37275,4410076678,17.93552411,2.5669,3046,Finance
WK,91.39,0.35137806,0.32,Buy,224655,4407311568,,-1.1942,1580,Technology Services
EXPI,63.12,2.81804854,1.73,Sell,209788,4397888527,193.26393141,0.3533,634,Finance
ROLL,175.15,1.07334526,1.86,Neutral,9665,4396475180,41.63624102,4.3383,3890,Producer Manufacturing
QLYS,112.885,-2.44987902,-2.835,Buy,52574,4389367500,56.32221093,2.2595,1289,Technology Services
NAV,44.02,-0.27186226,-0.12,Buy,114502,4388477338,,-3.4788,12100,Producer Manufacturing
AA,23.505,1.09677419,0.255,Buy,936125,4373073600,,-2.5252,13800,Non-Energy Minerals
SRC,38.02,0.10531859,0.04,Sell,118332,4369650000,,-0.0872,85,Finance
MSGS,180.66,0.8428691,1.51,Buy,19930,4355986661,,-5.4295,880,Consumer Services
ASGN,82.31,2.17229394,1.75,Buy,42441,4354199000,24.11443748,3.4996,67700,Commercial Services
FOXF,104.82,1.3635045,1.41,Buy,26220,4352563968,52.71530444,2.0352,2600,Consumer Durables
PTCT,63.62,5.15702479,3.12,Buy,128384,4339790520,,-6.9944,761,Health Technology
ARNA,74.63,-0.92924466,-0.7,Buy,31050,4335544560,,-7.053,320,Health Technology
GTLS,120.47,1.73971793,2.06,Buy,53358,4330505445,67.21638895,1.7716,5743,Producer Manufacturing
JCOM,94.94,-0.36729982,-0.35,Buy,42832,4328513974,22.08382313,4.5268,3090,Technology Services
VRNT,65.92,-0.22703194,-0.15,Buy,33802,4327414046,359.07608696,0.1875,6500,Technology Services
SPWR,25.37,0.23706045,0.06,Buy,1315593,4318660800,70.30555556,0.4035,8400,Producer Manufacturing
HHC,78.375,1.03777233,0.805,Buy,47860,4300455240,,-1.0085,1500,Finance
ENSG,79.25,5.18980621,3.91,Strong Buy,88977,4298662650,26.75276076,2.8424,24500,Health Services
KBR,30.14,1.31092437,0.39,Buy,207519,4298614320,,-0.2319,28000,Technology Services
CCMP,147.7,1.15745497,1.69,Buy,13509,4295352320,30.25737732,4.9009,2082,Electronic Technology
THC,40.53,3.97639815,1.55,Buy,270359,4292431560,,-0.1118,113600,Health Services
LPRO,33.7,0.77751196,0.26,Buy,76255,4292069040,,-1.6287,3,Technology Services
CLDR,13.71,-0.93930636,-0.13,Buy,585421,4289434825,,-0.582,2723,Technology Services
ALTR,58.21,0.88388215,0.51,Buy,15779,4287592364,,-0.1938,2950,Technology Services
ESI,17.34,0.23121387,0.04,Buy,321238,4285437355,37.15423303,0.4802,4400,Process Industries
ENV,79.37,-0.63845769,-0.51,Sell,156910,4281995626,,-0.1265,4190,Technology Services
RETA,117.76,-2.91038008,-3.53,Sell,53876,4279733202,,-11.3563,220,Health Technology
NEOG,80.51,2.67822982,2.1,Buy,35511,4278429656,70.00353107,1.1381,1764,Health Technology
FTDR,49.98,0.80677693,0.4,Buy,22784,4271912766,32.59697567,1.5264,2300,Consumer Durables
CROX,63.14,2.56660169,1.58,Buy,138595,4261779522,28.72335549,2.2103,3803,Consumer Non-Durables
LOPE,90.86,1.28190837,1.15,Buy,40014,4257436106,17.93957844,5.224,4350,Commercial Services
THG,114.55,0,0,Sell,12267,4256459224,14.95905834,7.9053,4300,Finance
CLH,76.79,2.78409851,2.08,Buy,83437,4246230618,35.51925321,2.1501,14400,Industrial Services
SNX,82.09,2.10199005,1.69,Buy,55302,4224562632,8.59253007,9.5418,235000,Distribution Services
VVV,22.85,0.43956044,0.1,Sell,233606,4220924120,13.65594571,1.6945,8800,Process Industries
UPWK,34.45,2.5297619,0.85,Buy,309561,4214067724,,-0.254,570,Technology Services
IFFT,39.49,0.48346056,0.19,Strong Sell,2314,4202470000.000001,,,13600,Consumer Non-Durables
OVV,16.145,7.49001332,1.125,Buy,1096086,4201952370,,-21.1278,2571,Energy Minerals
EXP,100.41,0.74245009,0.74,Buy,89904,4201026234,29.60026134,3.3947,2400,Non-Energy Minerals
APLS,55.53,1.72192709,0.94,Buy,46144,4200625979,,-7.4262,235,Health Technology
UBSI,32.44,0.49566295,0.16,Buy,65365,4200395940,14.36743382,2.258,2204,Finance
AY,39.2982,0.02087045,0.0082,Strong Buy,116682,4186836750,61.72598732,0.6153,425,Utilities
NOVT,118.43,0.63732155,0.75,Sell,3847,4164069858,102.45255221,1.1694,2290,Electronic Technology
XEC,40.78,5.23870968,2.03,Buy,187358,4163149290,,-23.8463,987,Energy Minerals
CC,25.3,1.93392425,0.48,Sell,113161,4156813920,,-0.7227,7000,Process Industries
FL,39.92,2.0971867,0.82,Sell,137319,4156495620,12.02300052,3.2676,50999,Retail Trade
CZZ,18.53,-1.69761273,-0.32,Buy,75057,4153304258,14.4969716,1.3148911,,Energy Minerals
TRUP,116.71,1.98357218,2.27,Buy,44712,4152378406,,-0.0478,738,Finance
AXS,49.37,0.69345299,0.34,Sell,37680,4148598120,,-1.8535,1667,Finance
PNM,48.31,-0.26837325,-0.13,Sell,150934,4146254845,19.79362101,2.4529,1668,Utilities
JBGS,30.49,1.09416446,0.33,Sell,44519,4142180000.000001,288.20276498,0.1106,1017,Finance
MTG,12.225,1.62094763,0.195,Sell,318641,4140760020,9.41485371,1.3714,724,Finance
HFC,25.55,1.10803324,0.28,Buy,416046,4139534350,,-2.6125,4074,Energy Minerals
NRZ,9.53,0.52742616,0.05,Sell,617015,4132510000,,-3.1798,3,Finance
LPSN,61.73,0.99803665,0.61,Buy,130216,4128823396,,-1.8708,1341,Technology Services
HIW,38.595,0.95474758,0.365,Neutral,51073,4117870000,12.83687484,3.1078,431,Finance
ROOT,16.49,2.74143302,0.44,Buy,614313,4117524160,,,,Finance
PRLB,153.325,2.06696845,3.105,Buy,37846,4110006438,73.02675426,2.1119,2535,Producer Manufacturing
SLG,57.63,0.61103352,0.35,Sell,189792,4096359999.999999,23.24958396,2.6001,1033,Finance
MSP,25.46,1.59616919,0.4,Sell,48117,4093212800,,,,Technology Services
OZK,31.74,0.69796954,0.22,Buy,50866,4088071469,14.85299007,2.1068,2774,Finance
SLGN,36.96,0.95602294,0.35,Buy,33500,4080660300,14.5840708,2.5559,13100,Process Industries
AJRD,52.595,0.04755564,0.025,Buy,279745,4065558753,34.56959707,1.6242,4814,Electronic Technology
ARVN,85.74,2.26622137,1.9,Buy,96941,4063890915,,-2.5679,133,Health Technology
IIPR,178.86,0.76619718,1.36,Buy,64743,4060800000,59.21937654,3.1161,13,Finance
CD,18.72,-1.47368421,-0.28,Sell,382592,4056240000,,-0.103,,Technology Services
WTS,119.95,0.13356708,0.16,Buy,13369,4050640076,35.42321574,3.4475,4800,Producer Manufacturing
SPSC,114.4,1.96987254,2.21,Strong Buy,38286,4049742816,94.91303208,1.1756,1363,Technology Services
SSD,93.07,0.49670662,0.46,Buy,115759,4041673220,21.94913848,4.2387,3337,Producer Manufacturing
PK,16.61,0.48396854,0.08,Neutral,482251,4040760000,,-4.6527,488,Finance
CCXI,58.38,-0.88285229,-0.52,Sell,60835,4040386392,,-0.6461,82,Health Technology
SPR,38.3069,4.46386692,1.6369,Buy,562231,4038502510,,-4.8773,18200,Electronic Technology
ARD,17.085,0.029274,0.005,Sell,1938,4038224268,,-0.2327,16340,Process Industries
LPX,36.895,-0.0947739,-0.035,Buy,85828,4033508980,21.77504394,1.7262,4800,Non-Energy Minerals
MGP,30.835,0.50521512,0.155,Neutral,118319,4033040000,63.07565789,0.4879,4,Finance
HR,28.57,-0.45296167,-0.13,Strong Sell,148089,4027200000,34.85633537,0.8493,297,Finance
HXL,48.095,3.25246887,1.515,Sell,108857,4026420740,31.78003684,1.4777,6977,Electronic Technology
BXMT,26.06,-0.382263,-0.1,Sell,303977,4024830000,29.52912153,0.9323,,Finance
CRI,92.35,0.1626898,0.15,Buy,47679,4024745196,30.36490581,3.0641,20300,Retail Trade
RYN,29.85,2.57731959,0.75,Buy,100217,4010900000,88.84185062,0.3316,353,Finance
HAIN,39.7835,0.36200807,0.1435,Buy,63728,4003692089,223.92638037,0.1801,4287,Consumer Non-Durables
BIGC,57.91,-0.73705862,-0.43,Strong Sell,1026077,4000792142,,-0.5591,690,Technology Services
TRNO,56.09,0.19649875,0.11,Strong Sell,25164,4000480000,49.28818128,1.1932,24,Finance
VICR,92.34,2.34981157,2.12,Buy,19012,3996033630,517.79898933,0.1878,993,Electronic Technology
VVNT,20.115,0.82706767,0.165,Sell,45372,3992224050,,-1.9633,5750,Commercial Services
QTS,60.64,-0.8664378,-0.53,Sell,34346,3987270000,,-0.3632,612,Finance
SHLX,10.1,0.49751244,0.05,Sell,154674,3972229000,7.77984208,1.3651,,Industrial Services
WING,133.935,2.73452481,3.565,Sell,59626,3970761795,120.52191308,1.1081,784,Consumer Services
FCN,111.185,0.38371253,0.425,Buy,23088,3963441338,22.92303589,5.0932,5567,Commercial Services
CNNE,43.17,0.11595547,0.05,Buy,33435,3956798154,2.81830914,15.7489,22482,Finance
VLY,9.77,0.30800821,0.03,Buy,166370,3955965420,12.5273031,0.7811,3174,Finance
NARI,81.13,-4.40673972,-3.74,Buy,147515,3951907204,1586.35514019,0.0706,199,Health Technology
ITRI,97.69,2.13277574,2.04,Buy,32409,3949604913,,-1.6051,7900,Electronic Technology
OGS,74.53,-1.23244103,-0.93,Strong Sell,29232,3948285484,21.24676202,3.5697,3600,Utilities
TRIP,29.31,3.53232073,1,Strong Buy,429460,3944272971,,-1.5066,4194,Consumer Services
NVT,23.13,2.61756877,0.59,Buy,150909,3934829340,,-0.2859,9500,Electronic Technology
DCP,18.71,0.80818966,0.15,Buy,316760,3931602240,,-2.17,,Industrial Services
FIZZ,84.9,0.18881284,0.16,Sell,45073,3929910314,24.66159298,3.4556,1550,Consumer Non-Durables
X,17.8452,4.11435239,0.7052,Buy,3224296,3928701300,,-10.7172,27500,Non-Energy Minerals
CRNC,104.3957,2.5699548,2.6157,Buy,105595,3924097398,,-0.5703,1500,Technology Services
WCC,78.37,2.33742492,1.79,Buy,42847,3921854236,30.05494505,2.5767,9500,Distribution Services
EQT,14.22,6.04026846,0.81,Buy,1698726,3905237830,,-8.6424,647,Energy Minerals
OLN,24.73,1.85337727,0.45,Buy,156706,3899191400,,-6.4218,6500,Process Industries
NEWR,62.19,-1.28571429,-0.81,Sell,37411,3896619675,,-2.216,2131,Technology Services
SIGI,65.06,0.06151953,0.04,Buy,16403,3892845582,20.02990431,3.3689,2400,Finance
SEM,28.905,3.86273805,1.075,Buy,278550,3891955440,17.4643263,1.5838,49900,Health Services
TIGO,38.4,-0.38910506,-0.15,Neutral,3598,3886579200,,-0.6426,22375,Communications
BAND,156.07,-1.51448224,-2.4,Sell,37007,3884605164,,-1.0864,772,Commercial Services
SGMS,40.35,2.22954142,0.88,Buy,72006,3870079917,,-5.5223,9800,Consumer Services
TV,8.43,1.32211538,0.11,Buy,72299,3865730000,,-0.2625,42948,Consumer Services
MTSI,56.92,3.04127444,1.68,Buy,126961,3862263411,,-0.6944,1050,Electronic Technology
AGI,9.445,-2.02282158,-0.195,Strong Buy,730136,3860221340,35.13545954,0.26838855,2266,Non-Energy Minerals
CWEN,33.3,-0.50791754,-0.17,Strong Buy,119392,3859956924,85.01064963,0.3756,307,Utilities
SAFE,72.84,3.08519672,2.18,Buy,10387,3856880000,63.80038726,1.1362,,Finance
EYE,47.55,1.19174292,0.56,Buy,59564,3854945874,1083.49282297,0.0628,11781,Retail Trade
MSTR,416.12,-2.14006867,-9.1,Buy,394146,3853201968,3390.4886562,0.1258,2396,Technology Services
AEIS,100.64,2.70435759,2.65,Buy,33481,3851764528,36.22879773,2.6902,10917,Electronic Technology
WYND,44.79,3.34563913,1.45,Buy,98722,3845727627,,-1.2649,22500,Consumer Services
DM,16.45,1.54320988,0.25,Buy,375939,3840563907,,-0.0599,4,Electronic Technology
CBD,13.74,-2.8975265,-0.41,Sell,66654,3839380000,32.25225225,0.4507,110000,Retail Trade
CHA,28.059,7.75345622,2.019,Sell,455599,3823220000,7.62798682,3.6117,281215,Communications
SVMK,26.875,3.80455774,0.985,Buy,209618,3821974375,,-0.6853,1220,Technology Services
NFG,41.935,1.66060606,0.685,Buy,42508,3813482410,,-1.3542,2162,Energy Minerals
AM,8,4.84927916,0.37,Buy,1893535,3809584871,,-0.6967,547,Industrial Services
RXT,18.99,-0.52383447,-0.1,Sell,114033,3803583060,,-1.2045,,Technology Services
HE,34.68,-0.05763689,-0.02,Strong Sell,49292,3795968760,18.11805662,1.9581,3841,Utilities
RDN,19.8,1.69491525,0.33,Buy,95835,3793786385,10.01236094,2.0385,2000,Finance
WBS,41.9,-0.07154782,-0.03,Buy,24849,3787544189,15.81732213,2.671,,Finance
UNF,208.515,-0.70714286,-1.485,Buy,12537,3785893157,29.73967772,7.4612,14000,Consumer Services
GO,40.1919,-0.39182156,-0.1581,Buy,151629,3781104160,41.57398581,1.0126,847,Retail Trade
CDLX,137.215,1.12388533,1.525,Buy,43827,3773608560,,-1.6677,432,Technology Services
