Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
AMWL,42.8,12.30648124,4.69,Buy,12795140,10056133877.199999,,,686,Technology Services
VRA,8.3,-2.12264151,-0.18,Buy,201197,277340350,22.27475703,0.392,2700,Consumer Non-Durables
XVZ,38.5774,-1.44521001,-0.5657,Buy,6854,,,,,Miscellaneous
HYFM,73.96,-2.74819198,-2.09,Buy,303474,2442210971.9999995,,,286,Producer Manufacturing
DCRB,12.83,-7.83045977,-1.09,Buy,800580,,,,,Finance
SCWX,14.46,-1.83299389,-0.27,Buy,88072,1189157142,,-0.2173,2685,Technology Services
NBSE,9.27,-6.17408907,-0.61,Buy,415562,214856352,,-0.9026,15,Health Technology
CLFD,33.3,-4.25531915,-1.48,Buy,216011,456639569.99999994,64.71901749,0.5376,460,Electronic Technology
CHEF,28.94,-1.12743423,-0.33,Buy,873148,1093055118,,-0.9912,2447,Distribution Services
IMMR,14.4,-3.29079919,-0.49,Buy,1199157,387894240,,-0.0445,56,Electronic Technology
BNTX,105.97,-0.30106313,-0.32,Buy,2139611,25593100000,,,1310,Health Technology
MGNI,36.84,-0.75431034,-0.28,Buy,4955609,4124569560.000001,,-0.6036,444,Commercial Services
GB,13.75,1.10294118,0.15,Buy,107541,2389117500,,-0.0257,3,Finance
MED,240.49,-1.04513846,-2.54,Buy,179008,2830519202,30.42400571,8.0716,550,Consumer Services
OPNT,10.79,-11.19341564,-1.36,Buy,63100,45944899,,-0.0168,21,Health Technology
BWA,44.9,2.13830755,0.94,Buy,7918718,10978903100,25.13867444,1.7561,29000,Producer Manufacturing
BLIN,3.41,-0.58309038,-0.02,Buy,278496,15072779.7,,-0.7492,39,Technology Services
GEVO,11.73,-7.41910024,-0.94,Buy,48721454,2319654420,,-1.6279,57,Process Industries
ATEN,10.42,-1.88323917,-0.2,Buy,894245,799302570,85.09615385,0.1282,810,Technology Services
CRWS,7.7,-0.19442644,-0.015,Buy,3995,78757910,10.61356445,0.7273,138,Consumer Durables
BMRA,7.12,-2.1978022,-0.16,Buy,415660,83874312,,-0.3971,45,Health Technology
UFO,27.9297,-2.51413613,-0.7203,Buy,232704,,,,,Miscellaneous
XP,44.52,-2.2397892,-1.02,Buy,1997665,24883607229.600002,65.79023404,0.6963031,,Technology Services
PLD,103.28,-2.61197548,-2.77,Buy,2884365,79306100000,53.79152929,1.9855,,Finance
VBND,51.98,-0.0960984,-0.05,Buy,10403,,,,,Miscellaneous
BX,65.16,0.40061633,0.26,Buy,6384397,76501806549.84,60.23760906,1.0827,2905,Finance
REKR,12.26,-8.50746269,-1.14,Buy,868621,404264918,,-0.7099,472,Commercial Services
PLCE,72.69,4.22999713,2.95,Buy,1214240,1060336299,,-8.5217,17300,Retail Trade
URE,62.2362,-3.4948054,-2.2538,Buy,11043,,,,,Miscellaneous
CNXN,52.25,-1.6378012,-0.87,Buy,81212,1367669875,22.83454413,2.343,2609,Technology Services
LBTYK,25.16,-1.13948919,-0.29,Buy,3263817,14670957024,,-3.2794,20200,Consumer Services
BKD,5.29,1.34099617,0.07,Buy,4494959,970106650,28.8876591,0.1844,38400,Health Services
CMTL,23.45,0.42826552,0.1,Buy,314253,586503260,,-3.3651,2034,Electronic Technology
XMPT,28.625,-0.19177127,-0.055,Buy,14193,,,,,Miscellaneous
AAWW,55.06,-0.25362319,-0.14,Buy,655979,1515102538,,-9.1056,3587,Transportation
RAVI,76.305,0,0,Buy,13297,,,,,Miscellaneous
KEN,30.22,-3.48131587,-1.09,Buy,1349,1627987664,4.99513409,6.2681,96,Utilities
SRDX,47.05,-0.88476933,-0.42,Buy,69402,643738100,597.85894207,0.084,370,Health Technology
HUYA,25.84,-3.43796712,-0.92,Buy,9192174,2219480000,54.90356996,0.5178,1864,Technology Services
ICON,1.67,2.45398773,0.04,Buy,2279952,22001916,,-7.7676,118,Consumer Non-Durables
USNA,86.66,-3.12989045,-2.8,Buy,96628,1823144414,16.53268282,5.4343,1909,Consumer Non-Durables
WTRH,3.58,-1.64835165,-0.06,Buy,9453094,83338820,,-0.1556,10585,Retail Trade
PSEC,6.39,-0.93023256,-0.06,Buy,4417566,2431989270,,0.3507,,Finance
BNGO,11.04,-9.58230958,-1.17,Buy,69710585,1691173439.9999998,,-0.696,97,Health Technology
CLRO,2.76,-2.47349823,-0.07,Buy,39423,51796367.99999999,,-0.4206,127,Electronic Technology
RDIB,22.55,3.63051471,0.79,Buy,1342,490444234.5,,-3.4531,2988,Finance
KRG,17.2,-0.5205321,-0.09,Buy,627243,1455880000,246.64764622,0.0701,133,Finance
WIMI,8.76,-13.18136769,-1.33,Buy,6455646,572375000,,,147,Technology Services
FGEN,49.29,0.61236987,0.3,Buy,814399,4485917403,,-2.6007,531,Health Technology
PNBK,10.685,-1.97247706,-0.215,Buy,267,42067272.4,,-1.0042,131,Finance
AXNX,54.03,1.65569144,0.88,Buy,1869376,2150901882,,-1.9625,302,Health Technology
PEJ,42.66,-2.11106012,-0.92,Buy,493522,,,,,Miscellaneous
MVIS,7.43,-8.72235872,-0.71,Buy,14663054,1087796580,,-0.102,30,Electronic Technology
ORGO,10.26,-3.8425492,-0.41,Buy,840566,1285434360,,-0.0508,835,Finance
SMB,18.15,0,0,Buy,51320,,,,,Miscellaneous
KNL,16.04,-1.53468386,-0.25,Buy,403523,812940884,47.35465116,0.3518,3734,Producer Manufacturing
AVXL,6.03,-0.98522167,-0.06,Buy,1074879,403786890,,-0.4518,20,Health Technology
MLSS,2.86,-1.37931034,-0.04,Buy,408225,182163410,,-0.1687,16,Health Technology
AMTX,7.86,-10.58020478,-0.93,Buy,3829957,171471402,,-1.3902,160,Process Industries
LWAY,6.31,-4.39393939,-0.29,Buy,29187,98464395,25.78125,0.2565,307,Consumer Non-Durables
WRI,22.81,-0.86918731,-0.2,Buy,894414,2948570000,18.08109382,1.2825,239,Finance
ASUR,8.29,-1.07398568,-0.09,Buy,123377,157191663.99999997,,1.9979,423,Technology Services
SHSP,20.79,-4.10516605,-0.89,Buy,331623,261879156,,-0.5467,231,Technology Services
RCKY,34.65,-0.43103448,-0.15,Buy,39597,250950199.5,15.70255392,2.2272,1929,Consumer Non-Durables
TMDI,2.77,-11.78343949,-0.37,Buy,7092727,225891561,265.45917722,0.01182856,10,Health Technology
CKH,42.4,-0.58616647,-0.25,Buy,578573,863806720,81.37759969,0.5315,2309,Industrial Services
BE,39.35,-5.13500482,-2.13,Buy,5360744,6539891732.85,,-1.6131,1518,Producer Manufacturing
DDS,95.1,-8.9603676,-9.36,Buy,2511260,2092003428.3,,-3.1227,38000,Retail Trade
CLWT,4.5899,-0.86609071,-0.0401,Buy,55831,14195918.114,14.2769041,0.3243,50,Electronic Technology
CLCT,91.51,-0.09825328,-0.09,Buy,375782,826907237.5,63.41294566,1.4586,515,Consumer Services
MDRX,16.86,-0.58962264,-0.1,Buy,2055562,2663576520,,-0.2857,9600,Technology Services
OSB,43.74,-3.46501876,-1.57,Buy,149622,3530272896,15.99482875,2.83952835,2400,Non-Energy Minerals
DQ,103.88,1.95308666,1.99,Buy,2642858,1415940000,98.04657429,1.0917,1892,Process Industries
NEPH,8.1401,-4.79415205,-0.4099,Buy,8340,80299400.267,,-0.4698,25,Health Technology
CSPR,8.36,0.60168472,0.05,Buy,1352605,338843340,,-2.886,831,Consumer Durables
PTMN,1.95,0.51546392,0.01,Buy,565015,145819000,,-0.2973,,Finance
CORR,9.25,13.49693252,1.1,Buy,1185761,111264000,,-22.1781,20,Finance
ATRS,4.44,-2.20264317,-0.1,Buy,1216321,740023680.0000001,81.8018018,0.0576,178,Health Technology
XWEB,175.4795,-0.42880196,-0.7557,Buy,11402,,,,,Miscellaneous
LKFN,60.23,-2.4457402,-1.51,Buy,130232,1548718082,18.69945786,3.3125,,Finance
IYR,85.79,-1.66208161,-1.45,Buy,5641067,,,,,Miscellaneous
ORGS,6.54,-2.24215247,-0.15,Buy,233820,157981548,,-2.5491,309,Health Technology
TIPX,21.02,0.02379253,0.005,Buy,174567,,,,,Miscellaneous
OPRX,46.14,-2.16284987,-1.02,Buy,191431,697110804,,-0.3797,50,Technology Services
ONLN,84.87,-1.90707351,-1.65,Buy,150889,,,,,Miscellaneous
DFFN,1.2,-5.51181102,-0.07,Buy,2237722,76818480,,-0.3532,10,Health Technology
UONE,6.96,19.38250429,1.13,Buy,8777428,332327325.84,,-0.9494,1441,Consumer Services
VNE,27.05,5.00776398,1.29,Buy,1117979,3018644750,,-4.9415,8900,Producer Manufacturing
AQMS,6.44,-10.8033241,-0.78,Buy,8845483,393970864,,-0.3666,23,Non-Energy Minerals
CRMD,8.76,-1.57303371,-0.14,Buy,476634,281480700,,-0.7876,30,Health Technology
MDGL,122.02,1.59866778,1.92,Buy,720017,1887222330,,-11.0684,29,Health Technology
NBN,26.27,-0.98002262,-0.26,Buy,26768,237521071.91,8.82832518,3.0426,182,Finance
TXMD,1.59,3.92156863,0.06,Buy,21183363,476626350,,-0.7091,348,Health Technology
RWR,87.16,-1.78048231,-1.58,Buy,82369,,,,,Miscellaneous
XONE,25.16,-11.9047619,-3.4,Buy,1500656,482757500,,-0.7735,313,Producer Manufacturing
ATGE,39.45,-0.32844871,-0.13,Buy,845242,2055005730.0000005,10.13157221,3.9335,4299,Consumer Services
CLXT,9.35,-14.0625,-1.53,Buy,569919,346557750,,-1.3207,75,Commercial Services
ECOR,3,-1.63934426,-0.05,Buy,4747257,136363500,,-0.786,51,Health Technology
CASI,3.56,-1.92837466,-0.07,Buy,618939,441240640,,-0.4473,125,Health Technology
ACIA,114.32,0,0,Buy,1263634,4843029616,71.60663952,1.6469,429,Electronic Technology
UNFI,29.82,-4.75886298,-1.49,Buy,2815373,1673957628,16.49718109,2.0058,28300,Distribution Services
HMG,12.24,0.74074074,0.09,Buy,105,11961100,,-0.9646,,Finance
SSTI,49,-1.4679268,-0.73,Buy,74160,563779300,210.80966511,0.2433,108,Electronic Technology
WATT,3.9,-5.33980583,-0.22,Buy,9403655,173732130,,-0.9239,51,Electronic Technology
RCEL,26.89,-5.35022879,-1.52,Buy,139619,3049530000,,,98,Health Technology
CTRN,59.45,3.57142857,2.05,Buy,520309,602763550,40.74678782,1.4134,5700,Retail Trade
FRI,23.34,-1.70562224,-0.405,Buy,36015,,,,,Miscellaneous
BDC,47.85,0,0,Buy,640689,2134588500,,-4.6935,9000,Producer Manufacturing
CAH,55.29,-0.34246575,-0.19,Buy,2733821,16223247090,16.77856408,3.3351,48000,Distribution Services
SITC,11.73,-1.34566863,-0.16,Buy,1529540,2297390000,73.89683033,0.161,361,Finance
AMG,115.29,-0.26816609,-0.31,Buy,593000,5229681219,49.95030895,2.3241,4000,Finance
RRGB,23.76,0.04210526,0.01,Buy,533253,369275544,,-18.596,24586,Consumer Services
AAME,2.4801,-3.12109375,-0.0799,Buy,18756,50629505.43000001,44.21416235,0.0588,155,Finance
SOYB,20.26,-0.29527559,-0.06,Buy,109356,,,,,Miscellaneous
RIBT,0.885,-1.66666667,-0.015,Buy,454389,37145751,,-0.3526,121,Consumer Non-Durables
EDAP,7.81,-7.46445498,-0.63,Buy,205128,245955000,,-0.0636,216,Health Technology
LDOS,111.37,-0.36679191,-0.41,Buy,896060,15850289770,26.30117647,4.3099,34000,Technology Services
HQY,90.23,-0.85704868,-0.78,Buy,1811933,6946870861,2092.18390805,0.0443,2931,Finance
CSV,34.73,-3.47415231,-1.25,Buy,124623,624091154,62.99019608,0.5735,2797,Consumer Services
VTNR,2.1,-11.76470588,-0.28,Buy,10674712,95665080,,-0.5568,225,Industrial Services
OFC,26.48,-0.48853814,-0.13,Buy,956613,2984980000,51.48993808,0.5194,394,Finance
HVT.A,34.3,2.20500596,0.74,Buy,2106,622066926.5999999,17.37329813,2.0272,3425,Retail Trade
ARTW,2.98,-4.0412172,-0.1255,Buy,28298,13206436.2,,-0.4183,79,Producer Manufacturing
BDL,22.42,0.31319911,0.07,Buy,1981,41670933,37.42464836,0.5972,1804,Consumer Services
PERI,14.27,-8.29048843,-1.29,Buy,1350832,390313040,61.25984252,0.2718,399,Technology Services
IFMK,1.29,-9.79020979,-0.14,Buy,4535944,38997216,,-0.1828,320,Retail Trade
NUAG,25.635,0.05854801,0.015,Buy,25501,,,,,Miscellaneous
LEN,85.04,-1.12777584,-0.97,Buy,2995078,26590409248.000004,10.9566879,7.8791,9495,Consumer Durables
OEG,8.75,-6.81576145,-0.64,Buy,12445586,404833625,,-0.8815,257,Producer Manufacturing
MLN,21.82,-0.2751346,-0.0602,Buy,123706,,,,,Miscellaneous
ZTO,35.01,0.54566341,0.19,Buy,5126130,21920700000,37.4086807,0.9308,19009,Transportation
TREE,331.64,-1.2535358,-4.21,Buy,216642,4351979064,,-2.9274,1107,Finance
VNQ,85.49,-1.76950477,-1.54,Buy,5907583,,,,,Miscellaneous
CSU,25.43,-1.70081175,-0.44,Buy,22828,54105376.5458341,,-129.4017,6600,Health Services
WLKP,23.69,-0.210615,-0.05,Buy,189590,833757705,12.19499666,1.9467,150,Process Industries
LEN.B,68.04,-1.59097483,-1.1,Buy,62929,21274828848.000004,8.80764331,7.8791,9495,Consumer Durables
SUPN,30.92,-0.8974359,-0.28,Buy,716337,1629023292,12.94981945,2.4601,464,Health Technology
USRT,48.77,-1.51453958,-0.75,Buy,201786,,,,,Miscellaneous
GILT,12.45,-1.65876777,-0.21,Buy,3869879,691252635,,-0.0631,864,Electronic Technology
AT,2.97,-0.66889632,-0.02,Buy,1990950,264991122.00000003,,-0.19329964,266,Utilities
TEVA,12.22,-0.81168831,-0.1,Buy,11566523,13502400000,,-3.7053,40039,Health Technology
GSST,50.805,0.00984252,0.005,Buy,33082,,,,,Miscellaneous
RGLS,1.39,-10.32258065,-0.16,Buy,6365978,92992389.99999999,,-0.7533,21,Health Technology
CCO,1.9,5.55555556,0.1,Buy,5475128,887824400,,-1.1284,5900,Commercial Services
BBRE,79.7224,-1.60157986,-1.2976,Buy,46594,,,,,Miscellaneous
CEMI,6.57,-3.94736842,-0.27,Buy,1286090,132556977,,-1.2012,324,Health Technology
LEAF,5.36,0,0,Buy,414650,190852448,,-0.4398,341,Technology Services
XTNT,1.51,-7.36196319,-0.12,Buy,155099,117136287,,-0.6003,141,Health Technology
TUFN,17.55,-7.2410148,-1.37,Buy,278084,626787720,,-1.0789,568,Commercial Services
MOON,41.49,-1.35520685,-0.57,Buy,285383,,,,,Miscellaneous
FREL,25.56,-1.65448249,-0.43,Buy,575955,,,,,Miscellaneous
GOGO,13.91,-5.88633288,-0.87,Buy,13451494,1185824718,,-3.3404,1115,Communications
FXB,132.1718,-0.41305003,-0.5482,Buy,3930,,,,,Miscellaneous
CDZI,11.16,-0.26809651,-0.03,Buy,186348,396672156,,-1.1953,9,Utilities
HYD,62.62,0.06391818,0.04,Buy,1283494,,,,,Miscellaneous
EXR,115.12,-1.59001539,-1.86,Buy,760900,15366300000,34.71422636,3.3875,4048,Finance
VXRT,9.3,-0.85287846,-0.08,Buy,15104820,1018061700.0000002,,-0.3509,14,Health Technology
PSR,86.6371,-1.82642503,-1.6118,Buy,8238,,,,,Miscellaneous
IQ,21.8,4.35615127,0.91,Buy,21611865,6741870000,,-1.5518,8889,Technology Services
STKL,13.71,-2.35042735,-0.33,Buy,1052700,1233045867,,-0.1195583,1900,Consumer Non-Durables
VNRX,4.59,-9.82318271,-0.5,Buy,504764,221227443,,-0.4365,50,Health Technology
ICF,53.88,-1.69677066,-0.93,Buy,242848,,,,,Miscellaneous
NAKD,1.38,252.31044166,0.9883,Buy,2292525688,132907385.99999999,,-4.4048,577,Consumer Non-Durables
NDRA,2.2,-22.80701754,-0.65,Buy,6927347,74010860,,-1.8304,15,Health Technology
FAT,6.44,-0.30959752,-0.02,Buy,27238,94624208,,-0.6854,58,Consumer Services
YCBD,3.63,-1.89189189,-0.07,Buy,737899,189802173,6.75059296,0.5707,165,Consumer Services
IMTE,4.35,0.23041475,0.01,Buy,651103,26996013,,-1.9706,53,Electronic Technology
LDUR,102.25,0,0,Buy,71025,,,,,Miscellaneous
KBH,42.44,0.99952404,0.42,Buy,2671357,3889108232,13.42534905,3.2549,1776,Consumer Durables
ATNX,13.85,-0.6456241,-0.09,Buy,1671373,1292747920,,-1.4505,574,Health Technology
LBTYA,25.24,-2.17054264,-0.56,Buy,1972495,14717605536,,-3.2794,20200,Consumer Services
DLHC,10.55,0.47619048,0.05,Buy,74892,132211545.00000001,19.39058172,0.579,2200,Commercial Services
OVM,26.0061,-0.28450593,-0.0742,Buy,3980,,,,,Miscellaneous
CMBS,55.3525,-0.03160556,-0.0175,Buy,349465,,,,,Miscellaneous
SCHH,38.14,-1.67568961,-0.65,Buy,522425,,,,,Miscellaneous
SBH,15.33,-3.2807571,-0.52,Buy,4115115,1729438620,16.16027732,0.9902,30000,Retail Trade
IRBO,44.83,-1.08120035,-0.49,Buy,132265,,,,,Miscellaneous
PWZ,28.045,-0.08906306,-0.025,Buy,41435,,,,,Miscellaneous
SPWR,52.34,-2.93026706,-1.58,Buy,15701445,8906174400,149.77777778,0.4035,8400,Producer Manufacturing
VREX,20.82,-0.28735632,-0.06,Buy,475548,815552712,,-1.4634,2000,Health Technology
KTCC,8.14,5.03225806,0.39,Buy,367529,87586400,15.07782101,0.528,5741,Electronic Technology
PCB,12.22,-0.24489796,-0.03,Buy,62039,187937490,13.17771084,0.9381,256,Finance
SOLO,7.99,-7.41599073,-0.64,Buy,20013837,652910041,,-0.5659,63,Consumer Durables
THCAU,13.32,0.16167237,0.0215,Buy,562,316070000,,,2,Finance
SIXL,31.724,-1.39925779,-0.4502,Buy,8103,,,,,Miscellaneous
KC,51.35,-2.63557072,-1.39,Buy,1298889,11498300000,,-0.853,1841,Technology Services
NBACU,26.65,1.44651694,0.38,Buy,1597,,,,,Finance
GOED,11.54,-17.27598566,-2.41,Buy,505420,70523248,,,,Retail Trade
GERM,37.45,-2.27035491,-0.87,Buy,82491,,,,,Miscellaneous
AI,149.09,5.41610691,7.66,Buy,4602322,13768163320,,,,Technology Services
AVMU,50.285,0.0985359,0.0495,Buy,313,,,,,Miscellaneous
DRRX,2.19,-4.7826087,-0.11,Buy,1185704,444962010,,-0.0461,90,Health Technology
AMZN,3232.58,-2.81257798,-93.55,Buy,4660158,1621950247580,97.40621431,34.8018,798000,Retail Trade
HTGM,7,-3.04709141,-0.22,Buy,174696,33178110,,-4.8264,112,Health Technology
SRC,39.39,-1.64794007,-0.66,Buy,1302089,4356600000,,-0.0872,85,Finance
FNGS,115.2362,-3.288095,-3.9179,Buy,20003,,,,,Miscellaneous
EXFO,3.78,-1.81818182,-0.07,Buy,109961,216697572,,-0.10618103,1814,Electronic Technology
AKTX,2.97,-8.33333333,-0.27,Buy,294513,109725000,,-0.7389,10,Health Technology
XLC,67.91,-3.23453975,-2.27,Buy,7709684,,,,,Miscellaneous
ALNA,1.81,-16.58986175,-0.36,Buy,7799751,90954310,,-1.2709,83,Health Technology
NWHM,5.42,-1.27504554,-0.07,Buy,39516,98817440,,-1.8333,260,Consumer Durables
NAIL,56.04,-6.89483303,-4.15,Buy,648575,,,,,Miscellaneous
EDSA,6.1,-18.44919786,-1.38,Buy,1126959,64190909.99999999,,-0.735,12,Health Technology
ENG,7.44,-10.0362757,-0.83,Buy,2861296,205051608,282.25255973,0.0293,251,Industrial Services
CCU,16.42,-1.14388922,-0.19,Buy,350741,3068720000,24.65855107,0.6736,8961,Consumer Non-Durables
FPH,6.32,-0.94043887,-0.06,Buy,45742,937310440.879424,,-0.1089,175,Finance
UE,14.5,-1.49456522,-0.22,Buy,872179,1717840000,24.3910522,0.6525,117,Finance
PHUN,1.59,-12.15469613,-0.22,Buy,9636549,78133395,,-0.4736,93,Technology Services
RWGV,105.9108,-2.61666878,-2.8458,Buy,6357,,,,,Miscellaneous
FB,272.14,-3.51356143,-9.91,Buy,35346194,775134649695.12,32.1190243,8.8651,44942,Technology Services
CXSE,73.02,-3.23350119,-2.44,Buy,200171,,,,,Miscellaneous
QTUM,45.91,-1.25989874,-0.5858,Buy,44616,,,,,Miscellaneous
MTSL,2.68,3.87596899,0.1,Buy,115754,11825258.8,,-0.1011,34,Technology Services
GSAT,1.02,-10.52631579,-0.12,Buy,42754880,1703818200,,-0.0803,336,Communications
LADR,10.38,-1.70454545,-0.18,Buy,1307662,1270020000,32.23443223,0.3373,76,Finance
BIOX,7.8,-3.58467244,-0.29,Buy,59989,314733120,,0.0711,,Finance
SUSB,26.155,-0.02981332,-0.0078,Buy,260988,,,,,Miscellaneous
PT,1.19,-4.03225806,-0.05,Buy,625230,44467900,,,256,Technology Services
IBTD,25.715,0,0,Buy,2644,,,,,Miscellaneous
THC,48.25,-3.03456592,-1.51,Buy,1243716,5091195250,,-0.1118,113600,Health Services
ALEC,17.21,-1.65714286,-0.29,Buy,558905,1363766867,,-2.2317,121,Health Technology
GIGE,40.235,-2.38961669,-0.985,Buy,24759,,,,,Miscellaneous
TECL,415.36,-5.66646227,-24.95,Buy,356835,,,,,Miscellaneous
GTN,17.55,-1.62556054,-0.29,Buy,845641,1687625725.5,7.66059773,2.3531,6912,Consumer Services
ENLC,4.04,0,0,Buy,3509350,2220226440,,-2.4771,1355,Industrial Services
ATTO,16.7661,-4.8461975,-0.8539,Buy,42044,251491500.00000003,,-4.8839193,145101,Commercial Services
UPLD,47.98,-2.28105906,-1.12,Buy,252687,1413697114,,-2.5908,832,Technology Services
MOTS,1.52,-14.12429379,-0.25,Buy,3326466,49006928,,-0.7144,49,Health Technology
ATOS,2.22,-14.94252874,-0.39,Buy,45930717,158894946,,-1.3782,6,Health Technology
GBR,2.36,-0.84033613,-0.02,Buy,252261,12111378.4,,-0.0403,5,Energy Minerals
PULS,49.91,0,0,Buy,212369,,,,,Miscellaneous
BHVN,87.49,-1.45302996,-1.29,Buy,944086,5244080608,,-12.2712,647,Health Technology
EHTH,84.64,-0.5288518,-0.45,Buy,1493446,2191947472,28.05658138,3.2007,1500,Finance
NSPR,0.689,-9.61563689,-0.0733,Buy,15075032,42480777.3,,-1.2622,48,Health Technology
IBDQ,27.27,-0.07328692,-0.02,Buy,159894,,,,,Miscellaneous
SPRO,17.99,-3.59056806,-0.67,Buy,206752,489274029.99999994,,-4.2402,57,Health Technology
CRNT,4.88,-8.01131008,-0.425,Buy,5610536,395961248,,-0.1842,1042,Electronic Technology
ALIM,7.18,-1.10192837,-0.08,Buy,29019,41065076.6,,-0.7879,127,Health Technology
VJET,15.67,-1.81704261,-0.29,Buy,75636,77182600,,-3.5104,297,Producer Manufacturing
CHRA,3.77,-4.31472081,-0.17,Buy,306962,113072856,,-1.4121,1461,Industrial Services
VOLT,2.73,-1.62162162,-0.045,Buy,169864,59340918,,-1.5613,15600,Commercial Services
SCPL,17.05,-3.72670807,-0.66,Buy,614903,389715260,20.11585643,0.9184,501,Technology Services
INOV,25.31,-3.17521041,-0.83,Buy,733682,3933168710.21,689.70976253,0.0379,2662,Technology Services
GSMG,3.6,-2.17391304,-0.08,Buy,18038,202339440,14.92900609,0.257,173,Finance
NEOS,0.83,-11.07778016,-0.1034,Buy,4485846,41298061,,-0.4394,213,Health Technology
TTI,1.31,-2.96296296,-0.04,Buy,2300903,165029870,,-1.1936,2600,Industrial Services
ADXS,0.701,-9.78120978,-0.076,Buy,14447142,78492372,,-0.4395,18,Health Technology
CWK,14.96,-0.13351135,-0.02,Buy,664569,3315584800,,-0.8625,53000,Finance
SMSI,6.63,-1.04477612,-0.07,Buy,521790,273787839,38.93085415,0.1846,198,Technology Services
JHX,29.13,-1.05298913,-0.31,Buy,21728,13076300000,87.56692445,0.3374,,Non-Energy Minerals
OBLN,5.07,-0.9765625,-0.05,Buy,3319679,39397449,,-2.0634,34,Health Technology
NWL,24.62,-4.90536887,-1.27,Buy,4994457,10446266000,,-0.2428,30000,Producer Manufacturing
ADMP,1.35,-17.68292683,-0.29,Buy,23788266,126437760.00000001,,-0.4974,171,Health Technology
VYNE,2.29,-8.4,-0.21,Buy,18058525,384442910,,-3.1953,40,Health Technology
MTH,93.31,-0.73404255,-0.69,Buy,746238,3509585051,9.69331986,9.8902,1510,Consumer Durables
SRL,7.26,-2.55033557,-0.19,Buy,9529,91147848,,-0.1918,80,Finance
HBP,3.4601,-3.34916201,-0.1199,Buy,35862,93039320.92,,-0.4161,1364,Distribution Services
HTH,31.41,-3.08546745,-1,Buy,1285452,2834388144,7.68811083,4.2165,4950,Finance
NPTN,11.53,-1.62116041,-0.19,Buy,1253116,578189145,65.69506726,0.191,1690,Electronic Technology
EBS,107.23,-1.95666088,-2.14,Buy,501845,5683093493,35.1513788,3.1744,1834,Health Technology
VMD,8.82,-3.71179039,-0.34,Buy,153508,345260664,12.58663718,0.76676025,418,Health Services
STCN,1.99,-7.44186047,-0.16,Buy,1204467,124960060,,-0.2551,3481,Transportation
CLSN,1.49,-16.29213483,-0.29,Buy,20557488,94381964,,-0.7448,29,Health Technology
PVL,1.0501,0.00952381,0.0001,Buy,89132,34650000,4.6625222,0.2252,,Energy Minerals
IYW,87.37,-2.22694718,-1.99,Buy,2327131,,,,,Miscellaneous
FRT,88.3,-0.54066231,-0.48,Buy,794166,6715950000,38.1586865,2.3266,308,Finance
INDO,6.41,-0.49828472,-0.0321,Buy,139347,47485023.6,,,,Energy Minerals
SYBX,3.78,-6.20347395,-0.25,Buy,593900,131671008,,-1.6675,76,Health Technology
GLAD,9.3,-1.06382979,-0.1,Buy,168372,301819410,,-0.0648,68,Finance
XLK,131.5,-1.8876371,-2.53,Buy,12242268,,,,,Miscellaneous
ONEM,47.71,-5.86029992,-2.97,Buy,1348126,6346050230,,-0.9208,1700,Health Services
AKAM,120.44,2.94017094,3.44,Buy,5220977,19606909360,34.26964647,3.4681,7724,Technology Services
LGF.A,16.48,11.12609575,1.65,Buy,6986637,3638530208,,-0.4732,1443,Consumer Services
RVP,15.86,1.08349267,0.17,Buy,2404995,536331276,32.099018,0.4955,140,Health Technology
ITRN,19.83,-0.1510574,-0.03,Buy,40934,415797422.99999994,,-0.2842,2908,Electronic Technology
DAO,40,11.26564673,4.05,Buy,1554392,813743000,,-1.9613,,Technology Services
JCOM,105.86,3.17738791,3.26,Buy,1307373,4826379706,23.19377882,4.5268,3090,Technology Services
CACI,259.21,2.62084801,6.62,Buy,533617,6536965147.999999,18.53613074,13.8396,22900,Technology Services
XRT,91.23,12.03487658,9.8,Buy,32745918,,,,,Miscellaneous
ANGI,15.08,8.76307248,1.215,Buy,9347702,7536941776,900.32467532,0.0164,5000,Technology Services
SRTS,4.15,2.21674877,0.09,Buy,32896,68484960.00000001,,-0.4149,53,Health Technology
TOTL,49.35,0.02026753,0.01,Buy,238758,,,,,Miscellaneous
PETS,51.8,33.64293086,13.04,Buy,6416299,1050042980,25.27551353,1.5372,214,Retail Trade
BTI,38.29,0.76315789,0.29,Buy,2628661,86866600000,10.90199679,3.496,59989,Consumer Non-Durables
FMHI,54.505,0.26674025,0.145,Buy,24524,,,,,Miscellaneous
LOGI,106.98,4.26900585,4.38,Buy,1596454,18065070720,17.91365845,5.83030714,6600,Electronic Technology
RNET,8.31,5.05689001,0.4,Buy,368433,174602241,,-1.8188,625,Communications
HAFC,12.75,5.45905707,0.66,Buy,493464,391672350,8.76213944,1.3798,,Finance
IBMQ,27.685,0.18092998,0.05,Buy,24835,,,,,Miscellaneous
CPB,52.71,5.52552553,2.76,Buy,5732251,15968230950,20.40941407,2.4636,14500,Consumer Non-Durables
FXG,54.57,0.29295762,0.1594,Buy,27504,,,,,Miscellaneous
SJM,128.18,3.29599484,4.09,Buy,2150234,14624440740,16.07841613,7.7178,7300,Consumer Non-Durables
